appointment_id,client_id,appointment_date,day_of_week,time_slot,service,booked_on,days_booked_ahead,outcome
A5637,C1171,2025-02-01,Saturday,10:30 AM,Haircut,2025-01-11,21,showed
A5638,C1135,2025-02-01,Saturday,10:30 AM,Balayage,2025-01-29,3,showed
A5639,C1099,2025-02-01,Saturday,9:00 AM,Balayage,2025-01-29,3,showed
A5640,C1105,2025-02-01,Saturday,12:00 PM,Balayage,2025-01-30,2,showed
A5641,C1154,2025-02-01,Saturday,10:30 AM,Blowout,2025-01-25,7,showed
A5642,C1188,2025-02-01,Saturday,10:30 AM,Highlights,2025-01-25,7,showed
A5643,C1103,2025-02-01,Saturday,1:30 PM,Balayage,2025-01-25,7,showed
A5644,C1200,2025-02-01,Saturday,12:00 PM,Haircut,2025-01-29,3,showed
A5645,C1013,2025-02-01,Saturday,6:00 PM,Highlights,2025-01-25,7,showed
A5646,C1025,2025-02-01,Saturday,3:00 PM,Blowout,2025-01-29,3,showed
A5647,C1154,2025-02-01,Saturday,10:30 AM,Balayage,2025-01-31,1,no-show
A5648,C1002,2025-02-01,Saturday,12:00 PM,Highlights,2025-01-18,14,no-show
A5649,C1169,2025-02-03,Monday,1:30 PM,Color,2025-01-27,7,showed
A5650,C1018,2025-02-03,Monday,12:00 PM,Color,2025-01-13,21,showed
A5651,C1188,2025-02-03,Monday,9:00 AM,Color,2025-01-13,21,late-cancel
A5652,C1133,2025-02-03,Monday,1:30 PM,Highlights,2025-01-20,14,showed
A5653,C1140,2025-02-04,Tuesday,9:00 AM,Blowout,2025-02-01,3,showed
A5654,C1084,2025-02-04,Tuesday,1:30 PM,Highlights,2025-01-21,14,showed
A5655,C1179,2025-02-04,Tuesday,9:00 AM,Highlights,2025-02-03,1,no-show
A5656,C1182,2025-02-04,Tuesday,9:00 AM,Blowout,2025-01-28,7,showed
A5657,C1060,2025-02-04,Tuesday,1:30 PM,Balayage,2025-02-03,1,showed
A5658,C1027,2025-02-05,Wednesday,12:00 PM,Blowout,2025-01-29,7,showed
A5659,C1146,2025-02-05,Wednesday,6:00 PM,Blowout,2025-01-15,21,showed
A5660,C1009,2025-02-05,Wednesday,6:00 PM,Highlights,2025-01-29,7,showed
A5661,C1002,2025-02-05,Wednesday,4:30 PM,Highlights,2025-02-04,1,showed
A5662,C1115,2025-02-05,Wednesday,1:30 PM,Haircut,2025-01-29,7,showed
A5663,C1086,2025-02-05,Wednesday,10:30 AM,Highlights,2025-01-06,30,late-cancel
A5664,C1064,2025-02-05,Wednesday,12:00 PM,Balayage,2025-01-22,14,showed
A5665,C1082,2025-02-06,Thursday,9:00 AM,Color,2025-02-04,2,showed
A5666,C1104,2025-02-06,Thursday,9:00 AM,Balayage,2025-02-05,1,showed
A5667,C1044,2025-02-06,Thursday,12:00 PM,Haircut,2025-02-05,1,showed
A5668,C1148,2025-02-06,Thursday,10:30 AM,Haircut,2025-01-23,14,no-show
A5669,C1086,2025-02-06,Thursday,4:30 PM,Blowout,2025-01-23,14,showed
A5670,C1051,2025-02-06,Thursday,10:30 AM,Color,2025-01-30,7,showed
A5671,C1188,2025-02-06,Thursday,12:00 PM,Highlights,2025-02-04,2,showed
A5672,C1141,2025-02-06,Thursday,6:00 PM,Highlights,2025-01-30,7,late-cancel
A5673,C1192,2025-02-07,Friday,1:30 PM,Color,2025-01-17,21,showed
A5674,C1017,2025-02-07,Friday,9:00 AM,Balayage,2025-01-17,21,showed
A5675,C1194,2025-02-07,Friday,6:00 PM,Balayage,2025-01-31,7,showed
A5676,C1177,2025-02-07,Friday,6:00 PM,Highlights,2025-01-31,7,showed
A5677,C1169,2025-02-07,Friday,3:00 PM,Blowout,2025-02-05,2,showed
A5678,C1099,2025-02-07,Friday,12:00 PM,Haircut,2025-02-05,2,showed
A5679,C1091,2025-02-07,Friday,12:00 PM,Highlights,2025-01-31,7,showed
A5680,C1189,2025-02-07,Friday,12:00 PM,Balayage,2025-01-24,14,showed
A5681,C1159,2025-02-07,Friday,12:00 PM,Color,2025-02-04,3,showed
A5682,C1102,2025-02-07,Friday,1:30 PM,Balayage,2025-02-06,1,no-show
A5683,C1073,2025-02-07,Friday,10:30 AM,Haircut,2025-02-06,1,showed
A5684,C1080,2025-02-08,Saturday,12:00 PM,Haircut,2025-02-07,1,showed
A5685,C1183,2025-02-08,Saturday,10:30 AM,Haircut,2025-02-01,7,late-cancel
A5686,C1054,2025-02-08,Saturday,1:30 PM,Color,2025-02-01,7,showed
A5687,C1011,2025-02-08,Saturday,12:00 PM,Blowout,2025-02-06,2,showed
A5688,C1072,2025-02-08,Saturday,4:30 PM,Haircut,2025-02-01,7,showed
A5689,C1004,2025-02-08,Saturday,12:00 PM,Color,2025-02-06,2,showed
A5690,C1098,2025-02-08,Saturday,1:30 PM,Blowout,2025-02-06,2,showed
A5691,C1061,2025-02-08,Saturday,1:30 PM,Color,2025-02-05,3,no-show
A5692,C1049,2025-02-08,Saturday,1:30 PM,Highlights,2025-02-01,7,late-cancel
A5693,C1130,2025-02-08,Saturday,6:00 PM,Balayage,2025-01-18,21,showed
A5694,C1155,2025-02-08,Saturday,9:00 AM,Blowout,2025-02-01,7,no-show
A5695,C1174,2025-02-08,Saturday,3:00 PM,Blowout,2025-02-01,7,showed
A5696,C1178,2025-02-08,Saturday,12:00 PM,Color,2025-02-01,7,no-show
A5697,C1052,2025-02-10,Monday,10:30 AM,Balayage,2025-02-03,7,no-show
A5698,C1025,2025-02-10,Monday,12:00 PM,Blowout,2025-02-07,3,showed
A5699,C1042,2025-02-10,Monday,10:30 AM,Color,2025-01-27,14,showed
A5700,C1168,2025-02-10,Monday,12:00 PM,Balayage,2025-02-07,3,showed
A5701,C1041,2025-02-11,Tuesday,12:00 PM,Color,2025-02-10,1,showed
A5702,C1002,2025-02-11,Tuesday,12:00 PM,Highlights,2025-02-08,3,showed
A5703,C1186,2025-02-11,Tuesday,6:00 PM,Haircut,2025-02-04,7,showed
A5704,C1174,2025-02-11,Tuesday,4:30 PM,Color,2025-01-28,14,showed
A5705,C1075,2025-02-11,Tuesday,9:00 AM,Blowout,2025-02-08,3,showed
A5706,C1148,2025-02-12,Wednesday,6:00 PM,Balayage,2025-02-10,2,showed
A5707,C1034,2025-02-12,Wednesday,10:30 AM,Color,2025-01-29,14,showed
A5708,C1097,2025-02-12,Wednesday,12:00 PM,Color,2025-01-22,21,showed
A5709,C1099,2025-02-12,Wednesday,3:00 PM,Highlights,2025-02-11,1,no-show
A5710,C1096,2025-02-12,Wednesday,3:00 PM,Balayage,2025-02-09,3,no-show
A5711,C1100,2025-02-12,Wednesday,9:00 AM,Highlights,2025-02-05,7,showed
A5712,C1061,2025-02-12,Wednesday,1:30 PM,Color,2025-02-11,1,no-show
A5713,C1003,2025-02-13,Thursday,10:30 AM,Blowout,2025-02-10,3,showed
A5714,C1163,2025-02-13,Thursday,6:00 PM,Haircut,2025-02-10,3,showed
A5715,C1003,2025-02-13,Thursday,3:00 PM,Haircut,2025-01-30,14,showed
A5716,C1016,2025-02-13,Thursday,10:30 AM,Haircut,2025-01-30,14,showed
A5717,C1156,2025-02-13,Thursday,10:30 AM,Color,2025-02-11,2,showed
A5718,C1095,2025-02-13,Thursday,4:30 PM,Blowout,2025-02-06,7,showed
A5719,C1148,2025-02-13,Thursday,10:30 AM,Balayage,2025-02-06,7,no-show
A5720,C1160,2025-02-13,Thursday,1:30 PM,Haircut,2025-02-06,7,no-show
A5721,C1119,2025-02-14,Friday,6:00 PM,Balayage,2025-02-11,3,showed
A5722,C1066,2025-02-14,Friday,4:30 PM,Blowout,2025-01-31,14,showed
A5723,C1074,2025-02-14,Friday,3:00 PM,Highlights,2025-02-07,7,showed
A5724,C1058,2025-02-14,Friday,9:00 AM,Blowout,2025-02-07,7,no-show
A5725,C1144,2025-02-14,Friday,3:00 PM,Blowout,2025-02-13,1,showed
A5726,C1136,2025-02-14,Friday,6:00 PM,Highlights,2025-02-12,2,showed
A5727,C1104,2025-02-14,Friday,10:30 AM,Blowout,2025-02-12,2,showed
A5728,C1032,2025-02-14,Friday,1:30 PM,Haircut,2025-02-11,3,showed
A5729,C1004,2025-02-14,Friday,6:00 PM,Balayage,2025-02-12,2,showed
A5730,C1036,2025-02-14,Friday,1:30 PM,Haircut,2025-02-11,3,showed
A5731,C1164,2025-02-14,Friday,1:30 PM,Balayage,2025-02-12,2,no-show
A5732,C1051,2025-02-15,Saturday,9:00 AM,Highlights,2025-02-12,3,late-cancel
A5733,C1096,2025-02-15,Saturday,4:30 PM,Haircut,2025-01-25,21,showed
A5734,C1186,2025-02-15,Saturday,9:00 AM,Balayage,2025-02-08,7,showed
A5735,C1109,2025-02-15,Saturday,3:00 PM,Balayage,2025-02-14,1,showed
A5736,C1046,2025-02-15,Saturday,9:00 AM,Color,2025-02-13,2,showed
A5737,C1114,2025-02-15,Saturday,9:00 AM,Balayage,2025-02-08,7,showed
A5738,C1094,2025-02-15,Saturday,4:30 PM,Highlights,2025-02-13,2,showed
A5739,C1120,2025-02-15,Saturday,12:00 PM,Balayage,2025-02-08,7,showed
A5740,C1021,2025-02-15,Saturday,3:00 PM,Blowout,2025-02-01,14,showed
A5741,C1191,2025-02-15,Saturday,6:00 PM,Balayage,2025-01-25,21,showed
A5742,C1100,2025-02-15,Saturday,3:00 PM,Color,2025-02-01,14,showed
A5743,C1156,2025-02-15,Saturday,4:30 PM,Blowout,2025-02-12,3,showed
A5744,C1002,2025-02-15,Saturday,1:30 PM,Haircut,2025-02-12,3,showed
A5745,C1191,2025-02-17,Monday,6:00 PM,Balayage,2025-02-10,7,showed
A5746,C1068,2025-02-17,Monday,9:00 AM,Haircut,2025-02-15,2,showed
A5747,C1155,2025-02-17,Monday,1:30 PM,Color,2025-02-14,3,no-show
A5748,C1037,2025-02-17,Monday,3:00 PM,Balayage,2025-02-10,7,showed
A5749,C1054,2025-02-18,Tuesday,6:00 PM,Balayage,2025-02-11,7,no-show
A5750,C1011,2025-02-18,Tuesday,3:00 PM,Color,2025-02-16,2,showed
A5751,C1102,2025-02-18,Tuesday,1:30 PM,Balayage,2025-01-28,21,showed
A5752,C1048,2025-02-18,Tuesday,1:30 PM,Balayage,2025-02-16,2,showed
A5753,C1182,2025-02-18,Tuesday,4:30 PM,Blowout,2025-02-16,2,showed
A5754,C1012,2025-02-19,Wednesday,4:30 PM,Color,2025-02-18,1,no-show
A5755,C1025,2025-02-19,Wednesday,9:00 AM,Haircut,2025-02-17,2,showed
A5756,C1195,2025-02-19,Wednesday,3:00 PM,Highlights,2025-02-05,14,showed
A5757,C1077,2025-02-19,Wednesday,9:00 AM,Blowout,2025-02-16,3,showed
A5758,C1156,2025-02-19,Wednesday,4:30 PM,Balayage,2025-02-18,1,showed
A5759,C1022,2025-02-19,Wednesday,12:00 PM,Highlights,2025-02-16,3,showed
A5760,C1114,2025-02-19,Wednesday,3:00 PM,Blowout,2025-02-16,3,showed
A5761,C1057,2025-02-20,Thursday,9:00 AM,Balayage,2025-02-19,1,showed
A5762,C1055,2025-02-20,Thursday,10:30 AM,Balayage,2025-02-13,7,showed
A5763,C1039,2025-02-20,Thursday,1:30 PM,Balayage,2025-01-30,21,showed
A5764,C1020,2025-02-20,Thursday,4:30 PM,Blowout,2025-02-17,3,late-cancel
A5765,C1102,2025-02-20,Thursday,12:00 PM,Balayage,2025-02-17,3,no-show
A5766,C1114,2025-02-20,Thursday,3:00 PM,Highlights,2025-02-19,1,no-show
A5767,C1097,2025-02-20,Thursday,12:00 PM,Blowout,2025-02-06,14,showed
A5768,C1078,2025-02-20,Thursday,12:00 PM,Haircut,2025-02-19,1,late-cancel
A5769,C1122,2025-02-21,Friday,12:00 PM,Haircut,2025-02-07,14,no-show
A5770,C1127,2025-02-21,Friday,4:30 PM,Balayage,2025-02-19,2,showed
A5771,C1130,2025-02-21,Friday,1:30 PM,Balayage,2025-02-19,2,showed
A5772,C1001,2025-02-21,Friday,1:30 PM,Color,2025-02-07,14,no-show
A5773,C1011,2025-02-21,Friday,1:30 PM,Color,2025-02-19,2,showed
A5774,C1092,2025-02-21,Friday,6:00 PM,Balayage,2025-02-14,7,showed
A5775,C1106,2025-02-21,Friday,12:00 PM,Blowout,2025-02-14,7,showed
A5776,C1125,2025-02-21,Friday,10:30 AM,Haircut,2025-02-14,7,showed
A5777,C1151,2025-02-21,Friday,3:00 PM,Balayage,2025-02-14,7,showed
A5778,C1182,2025-02-21,Friday,3:00 PM,Haircut,2025-02-19,2,showed
A5779,C1130,2025-02-21,Friday,3:00 PM,Blowout,2025-02-18,3,showed
A5780,C1004,2025-02-22,Saturday,3:00 PM,Color,2025-02-08,14,showed
A5781,C1112,2025-02-22,Saturday,10:30 AM,Color,2025-02-20,2,showed
A5782,C1066,2025-02-22,Saturday,9:00 AM,Color,2025-02-08,14,showed
A5783,C1150,2025-02-22,Saturday,3:00 PM,Haircut,2025-02-15,7,showed
A5784,C1085,2025-02-22,Saturday,3:00 PM,Highlights,2025-02-15,7,late-cancel
A5785,C1180,2025-02-22,Saturday,4:30 PM,Balayage,2025-02-21,1,showed
A5786,C1042,2025-02-22,Saturday,10:30 AM,Blowout,2025-02-21,1,showed
A5787,C1078,2025-02-22,Saturday,12:00 PM,Color,2025-02-01,21,showed
A5788,C1042,2025-02-22,Saturday,4:30 PM,Balayage,2025-02-19,3,showed
A5789,C1017,2025-02-22,Saturday,6:00 PM,Blowout,2025-02-08,14,showed
A5790,C1033,2025-02-22,Saturday,3:00 PM,Blowout,2025-02-20,2,showed
A5791,C1169,2025-02-22,Saturday,6:00 PM,Highlights,2025-02-15,7,showed
A5792,C1099,2025-02-22,Saturday,4:30 PM,Color,2025-02-15,7,showed
A5793,C1165,2025-02-24,Monday,12:00 PM,Balayage,2025-02-21,3,showed
A5794,C1138,2025-02-24,Monday,12:00 PM,Balayage,2025-01-25,30,no-show
A5795,C1174,2025-02-24,Monday,1:30 PM,Balayage,2025-02-21,3,showed
A5796,C1100,2025-02-24,Monday,4:30 PM,Blowout,2025-02-22,2,late-cancel
A5797,C1159,2025-02-25,Tuesday,1:30 PM,Color,2025-02-11,14,showed
A5798,C1013,2025-02-25,Tuesday,9:00 AM,Blowout,2025-02-11,14,showed
A5799,C1099,2025-02-25,Tuesday,9:00 AM,Haircut,2025-02-22,3,showed
A5800,C1082,2025-02-25,Tuesday,4:30 PM,Blowout,2025-02-18,7,showed
A5801,C1128,2025-02-25,Tuesday,3:00 PM,Balayage,2025-02-18,7,showed
A5802,C1092,2025-02-26,Wednesday,12:00 PM,Haircut,2025-02-12,14,showed
A5803,C1121,2025-02-26,Wednesday,9:00 AM,Haircut,2025-02-23,3,showed
A5804,C1087,2025-02-26,Wednesday,6:00 PM,Balayage,2025-02-19,7,showed
A5805,C1075,2025-02-26,Wednesday,12:00 PM,Haircut,2025-02-19,7,showed
A5806,C1084,2025-02-26,Wednesday,10:30 AM,Highlights,2025-02-25,1,showed
A5807,C1198,2025-02-26,Wednesday,3:00 PM,Balayage,2025-02-19,7,late-cancel
A5808,C1052,2025-02-26,Wednesday,1:30 PM,Blowout,2025-02-24,2,late-cancel
A5809,C1199,2025-02-27,Thursday,12:00 PM,Balayage,2025-02-25,2,showed
A5810,C1116,2025-02-27,Thursday,10:30 AM,Balayage,2025-02-26,1,showed
A5811,C1077,2025-02-27,Thursday,12:00 PM,Color,2025-02-13,14,showed
A5812,C1106,2025-02-27,Thursday,9:00 AM,Highlights,2025-02-26,1,showed
A5813,C1189,2025-02-27,Thursday,9:00 AM,Blowout,2025-02-20,7,showed
A5814,C1018,2025-02-27,Thursday,4:30 PM,Blowout,2025-02-25,2,no-show
A5815,C1198,2025-02-27,Thursday,9:00 AM,Blowout,2025-02-24,3,showed
A5816,C1148,2025-02-27,Thursday,10:30 AM,Highlights,2025-02-13,14,no-show
A5817,C1040,2025-02-28,Friday,9:00 AM,Color,2025-02-21,7,showed
A5818,C1135,2025-02-28,Friday,12:00 PM,Haircut,2025-02-27,1,showed
A5819,C1198,2025-02-28,Friday,4:30 PM,Balayage,2025-02-25,3,showed
A5820,C1004,2025-02-28,Friday,1:30 PM,Color,2025-02-21,7,showed
A5821,C1087,2025-02-28,Friday,4:30 PM,Blowout,2025-02-21,7,no-show
A5822,C1169,2025-02-28,Friday,9:00 AM,Color,2025-01-29,30,showed
A5823,C1038,2025-02-28,Friday,6:00 PM,Haircut,2025-02-21,7,showed
A5824,C1091,2025-02-28,Friday,3:00 PM,Color,2025-02-07,21,no-show
A5825,C1072,2025-02-28,Friday,6:00 PM,Haircut,2025-02-21,7,showed
A5826,C1040,2025-02-28,Friday,9:00 AM,Blowout,2025-02-27,1,showed
A5827,C1121,2025-02-28,Friday,1:30 PM,Balayage,2025-02-26,2,showed
A5828,C1030,2025-03-01,Saturday,9:00 AM,Blowout,2025-02-22,7,showed
A5829,C1176,2025-03-01,Saturday,10:30 AM,Color,2025-02-22,7,no-show
A5830,C1134,2025-03-01,Saturday,10:30 AM,Blowout,2025-02-15,14,showed
A5831,C1102,2025-03-01,Saturday,6:00 PM,Highlights,2025-02-22,7,showed
A5832,C1063,2025-03-01,Saturday,10:30 AM,Color,2025-02-22,7,showed
A5833,C1189,2025-03-01,Saturday,4:30 PM,Blowout,2025-02-22,7,showed
A5834,C1072,2025-03-01,Saturday,1:30 PM,Balayage,2025-02-27,2,showed
A5835,C1026,2025-03-01,Saturday,1:30 PM,Color,2025-02-15,14,showed
A5836,C1047,2025-03-01,Saturday,10:30 AM,Haircut,2025-02-15,14,showed
A5837,C1136,2025-03-01,Saturday,6:00 PM,Haircut,2025-02-08,21,showed
A5838,C1076,2025-03-01,Saturday,1:30 PM,Highlights,2025-02-15,14,showed
A5839,C1107,2025-03-01,Saturday,3:00 PM,Haircut,2025-02-22,7,showed
A5840,C1061,2025-03-01,Saturday,4:30 PM,Color,2025-02-28,1,no-show
A5841,C1122,2025-03-03,Monday,3:00 PM,Blowout,2025-03-02,1,late-cancel
A5842,C1039,2025-03-03,Monday,10:30 AM,Balayage,2025-02-17,14,showed
A5843,C1010,2025-03-03,Monday,6:00 PM,Balayage,2025-02-24,7,showed
A5844,C1183,2025-03-03,Monday,4:30 PM,Balayage,2025-02-24,7,no-show
A5845,C1142,2025-03-04,Tuesday,1:30 PM,Balayage,2025-03-02,2,showed
A5846,C1019,2025-03-04,Tuesday,1:30 PM,Balayage,2025-02-25,7,showed
A5847,C1152,2025-03-04,Tuesday,6:00 PM,Blowout,2025-02-25,7,showed
A5848,C1116,2025-03-04,Tuesday,1:30 PM,Blowout,2025-02-25,7,showed
A5849,C1083,2025-03-04,Tuesday,9:00 AM,Blowout,2025-03-01,3,showed
A5850,C1156,2025-03-05,Wednesday,4:30 PM,Balayage,2025-02-19,14,showed
A5851,C1054,2025-03-05,Wednesday,3:00 PM,Blowout,2025-02-26,7,showed
A5852,C1006,2025-03-05,Wednesday,9:00 AM,Balayage,2025-02-19,14,showed
A5853,C1152,2025-03-05,Wednesday,9:00 AM,Color,2025-03-02,3,showed
A5854,C1171,2025-03-05,Wednesday,4:30 PM,Highlights,2025-02-26,7,showed
A5855,C1140,2025-03-05,Wednesday,3:00 PM,Blowout,2025-03-04,1,no-show
A5856,C1100,2025-03-05,Wednesday,6:00 PM,Haircut,2025-02-19,14,showed
A5857,C1007,2025-03-06,Thursday,1:30 PM,Haircut,2025-02-27,7,showed
A5858,C1195,2025-03-06,Thursday,3:00 PM,Haircut,2025-02-20,14,showed
A5859,C1151,2025-03-06,Thursday,1:30 PM,Color,2025-03-05,1,showed
A5860,C1142,2025-03-06,Thursday,10:30 AM,Color,2025-02-27,7,showed
A5861,C1170,2025-03-06,Thursday,1:30 PM,Highlights,2025-02-13,21,showed
A5862,C1012,2025-03-06,Thursday,12:00 PM,Haircut,2025-03-04,2,showed
A5863,C1131,2025-03-06,Thursday,6:00 PM,Blowout,2025-02-27,7,showed
A5864,C1049,2025-03-06,Thursday,4:30 PM,Balayage,2025-03-03,3,no-show
A5865,C1125,2025-03-07,Friday,4:30 PM,Haircut,2025-03-04,3,showed
A5866,C1169,2025-03-07,Friday,10:30 AM,Haircut,2025-02-21,14,showed
A5867,C1011,2025-03-07,Friday,6:00 PM,Highlights,2025-02-28,7,showed
A5868,C1092,2025-03-07,Friday,9:00 AM,Blowout,2025-03-06,1,showed
A5869,C1190,2025-03-07,Friday,12:00 PM,Highlights,2025-03-05,2,showed
A5870,C1131,2025-03-07,Friday,9:00 AM,Haircut,2025-02-28,7,showed
A5871,C1124,2025-03-07,Friday,4:30 PM,Haircut,2025-02-14,21,showed
A5872,C1166,2025-03-07,Friday,6:00 PM,Haircut,2025-02-21,14,showed
A5873,C1114,2025-03-07,Friday,4:30 PM,Balayage,2025-03-06,1,showed
A5874,C1155,2025-03-07,Friday,9:00 AM,Blowout,2025-03-06,1,showed
A5875,C1116,2025-03-07,Friday,3:00 PM,Haircut,2025-02-28,7,showed
A5876,C1164,2025-03-08,Saturday,6:00 PM,Highlights,2025-02-06,30,showed
A5877,C1068,2025-03-08,Saturday,1:30 PM,Blowout,2025-03-05,3,late-cancel
A5878,C1195,2025-03-08,Saturday,6:00 PM,Balayage,2025-02-06,30,showed
A5879,C1077,2025-03-08,Saturday,9:00 AM,Balayage,2025-02-22,14,showed
A5880,C1082,2025-03-08,Saturday,6:00 PM,Balayage,2025-03-05,3,showed
A5881,C1031,2025-03-08,Saturday,1:30 PM,Highlights,2025-03-05,3,showed
A5882,C1154,2025-03-08,Saturday,4:30 PM,Color,2025-02-15,21,showed
A5883,C1131,2025-03-08,Saturday,3:00 PM,Color,2025-03-05,3,showed
A5884,C1023,2025-03-08,Saturday,12:00 PM,Highlights,2025-03-05,3,showed
A5885,C1059,2025-03-08,Saturday,12:00 PM,Haircut,2025-03-06,2,showed
A5886,C1096,2025-03-08,Saturday,12:00 PM,Highlights,2025-03-07,1,showed
A5887,C1100,2025-03-08,Saturday,1:30 PM,Color,2025-03-07,1,showed
A5888,C1121,2025-03-08,Saturday,1:30 PM,Color,2025-03-01,7,showed
A5889,C1162,2025-03-10,Monday,3:00 PM,Highlights,2025-03-03,7,showed
A5890,C1125,2025-03-10,Monday,3:00 PM,Haircut,2025-03-08,2,showed
A5891,C1087,2025-03-10,Monday,10:30 AM,Color,2025-03-09,1,no-show
A5892,C1171,2025-03-10,Monday,3:00 PM,Blowout,2025-03-09,1,no-show
A5893,C1074,2025-03-11,Tuesday,9:00 AM,Color,2025-02-25,14,showed
A5894,C1071,2025-03-11,Tuesday,1:30 PM,Haircut,2025-03-04,7,showed
A5895,C1144,2025-03-11,Tuesday,1:30 PM,Balayage,2025-03-09,2,showed
A5896,C1033,2025-03-11,Tuesday,4:30 PM,Color,2025-03-04,7,showed
A5897,C1164,2025-03-11,Tuesday,10:30 AM,Haircut,2025-02-09,30,showed
A5898,C1163,2025-03-12,Wednesday,4:30 PM,Haircut,2025-03-09,3,showed
A5899,C1099,2025-03-12,Wednesday,10:30 AM,Haircut,2025-03-05,7,showed
A5900,C1097,2025-03-12,Wednesday,9:00 AM,Blowout,2025-03-09,3,showed
A5901,C1106,2025-03-12,Wednesday,9:00 AM,Haircut,2025-03-09,3,showed
A5902,C1101,2025-03-12,Wednesday,12:00 PM,Color,2025-02-19,21,showed
A5903,C1035,2025-03-12,Wednesday,6:00 PM,Color,2025-02-26,14,showed
A5904,C1057,2025-03-12,Wednesday,3:00 PM,Blowout,2025-03-10,2,no-show
A5905,C1054,2025-03-13,Thursday,1:30 PM,Blowout,2025-03-06,7,no-show
A5906,C1108,2025-03-13,Thursday,3:00 PM,Haircut,2025-03-10,3,no-show
A5907,C1116,2025-03-13,Thursday,12:00 PM,Color,2025-03-06,7,showed
A5908,C1104,2025-03-13,Thursday,12:00 PM,Haircut,2025-03-12,1,showed
A5909,C1199,2025-03-13,Thursday,9:00 AM,Balayage,2025-02-27,14,no-show
A5910,C1102,2025-03-13,Thursday,1:30 PM,Highlights,2025-02-20,21,showed
A5911,C1014,2025-03-13,Thursday,1:30 PM,Color,2025-03-12,1,showed
A5912,C1056,2025-03-13,Thursday,3:00 PM,Highlights,2025-03-12,1,showed
A5913,C1157,2025-03-14,Friday,12:00 PM,Blowout,2025-03-07,7,showed
A5914,C1125,2025-03-14,Friday,1:30 PM,Highlights,2025-03-07,7,showed
A5915,C1012,2025-03-14,Friday,6:00 PM,Blowout,2025-03-13,1,showed
A5916,C1191,2025-03-14,Friday,12:00 PM,Haircut,2025-02-28,14,showed
A5917,C1070,2025-03-14,Friday,4:30 PM,Highlights,2025-02-28,14,showed
A5918,C1037,2025-03-14,Friday,3:00 PM,Color,2025-03-12,2,showed
A5919,C1194,2025-03-14,Friday,10:30 AM,Haircut,2025-03-12,2,showed
A5920,C1097,2025-03-14,Friday,4:30 PM,Haircut,2025-03-07,7,showed
A5921,C1149,2025-03-14,Friday,10:30 AM,Highlights,2025-02-28,14,showed
A5922,C1151,2025-03-14,Friday,3:00 PM,Balayage,2025-03-11,3,showed
A5923,C1017,2025-03-14,Friday,4:30 PM,Haircut,2025-03-13,1,showed
A5924,C1074,2025-03-15,Saturday,1:30 PM,Balayage,2025-03-13,2,showed
A5925,C1014,2025-03-15,Saturday,6:00 PM,Highlights,2025-03-08,7,showed
A5926,C1186,2025-03-15,Saturday,1:30 PM,Color,2025-03-08,7,no-show
A5927,C1053,2025-03-15,Saturday,12:00 PM,Haircut,2025-03-08,7,showed
A5928,C1111,2025-03-15,Saturday,1:30 PM,Color,2025-03-12,3,showed
A5929,C1004,2025-03-15,Saturday,3:00 PM,Haircut,2025-03-12,3,showed
A5930,C1158,2025-03-15,Saturday,4:30 PM,Blowout,2025-03-08,7,showed
A5931,C1085,2025-03-15,Saturday,6:00 PM,Haircut,2025-03-01,14,showed
A5932,C1001,2025-03-15,Saturday,1:30 PM,Blowout,2025-03-14,1,showed
A5933,C1185,2025-03-15,Saturday,12:00 PM,Color,2025-03-14,1,showed
A5934,C1104,2025-03-15,Saturday,10:30 AM,Color,2025-03-14,1,no-show
A5935,C1129,2025-03-15,Saturday,12:00 PM,Highlights,2025-03-12,3,late-cancel
A5936,C1084,2025-03-15,Saturday,10:30 AM,Color,2025-02-22,21,showed
A5937,C1075,2025-03-17,Monday,9:00 AM,Balayage,2025-03-03,14,late-cancel
A5938,C1081,2025-03-17,Monday,12:00 PM,Blowout,2025-03-16,1,late-cancel
A5939,C1103,2025-03-17,Monday,10:30 AM,Color,2025-03-14,3,showed
A5940,C1033,2025-03-17,Monday,10:30 AM,Highlights,2025-03-16,1,no-show
A5941,C1082,2025-03-18,Tuesday,3:00 PM,Color,2025-03-16,2,showed
A5942,C1096,2025-03-18,Tuesday,4:30 PM,Haircut,2025-03-15,3,showed
A5943,C1158,2025-03-18,Tuesday,6:00 PM,Haircut,2025-03-04,14,showed
A5944,C1137,2025-03-18,Tuesday,10:30 AM,Blowout,2025-03-15,3,no-show
A5945,C1059,2025-03-18,Tuesday,12:00 PM,Color,2025-03-11,7,showed
A5946,C1030,2025-03-19,Wednesday,10:30 AM,Color,2025-03-05,14,showed
A5947,C1106,2025-03-19,Wednesday,12:00 PM,Color,2025-03-12,7,showed
A5948,C1103,2025-03-19,Wednesday,6:00 PM,Highlights,2025-03-17,2,showed
A5949,C1002,2025-03-19,Wednesday,3:00 PM,Blowout,2025-03-17,2,showed
A5950,C1045,2025-03-19,Wednesday,4:30 PM,Blowout,2025-03-12,7,showed
A5951,C1193,2025-03-19,Wednesday,4:30 PM,Balayage,2025-03-16,3,showed
A5952,C1063,2025-03-19,Wednesday,3:00 PM,Blowout,2025-03-17,2,showed
A5953,C1160,2025-03-20,Thursday,10:30 AM,Highlights,2025-03-17,3,showed
A5954,C1086,2025-03-20,Thursday,1:30 PM,Balayage,2025-03-13,7,showed
