date,day_of_week,item,category,qty_sold,unit_price,food_cost_per_unit,revenue,food_cost_total
2025-04-26,Saturday,Gelato,Dessert,29,7.00,1.30,203.00,37.70
2025-04-26,Saturday,House Wine - Glass,Beverage,78,11.00,1.80,858.00,140.40
2025-04-26,Saturday,Espresso,Beverage,49,3.50,0.40,171.50,19.60
2025-04-26,Saturday,Cappuccino,Beverage,37,4.50,0.55,166.50,20.35
2025-04-26,Saturday,San Pellegrino,Beverage,24,5.00,0.80,120.00,19.20
2025-04-27,Sunday,Caesar Salad,Appetizer,23,12.00,2.80,276.00,64.40
2025-04-27,Sunday,Burrata & Tomato,Appetizer,24,16.00,5.20,384.00,124.80
2025-04-27,Sunday,Calamari Fritti,Appetizer,12,14.00,4.10,168.00,49.20
2025-04-27,Sunday,Mushroom Bruschetta,Appetizer,4,11.00,2.20,44.00,8.80
2025-04-27,Sunday,Soup of the Day,Appetizer,2,8.00,1.40,16.00,2.80
2025-04-27,Sunday,Margherita Pizza,Entree,35,18.00,3.60,630.00,126.00
2025-04-27,Sunday,Pepperoni Pizza,Entree,46,20.00,4.40,920.00,202.40
2025-04-27,Sunday,Truffle Pizza,Entree,6,28.00,8.20,168.00,49.20
2025-04-27,Sunday,Cacio e Pepe,Entree,40,22.00,3.80,880.00,152.00
2025-04-27,Sunday,Spaghetti Carbonara,Entree,28,24.00,5.10,672.00,142.80
2025-04-27,Sunday,Lasagna Bolognese,Entree,23,26.00,6.30,598.00,144.90
2025-04-27,Sunday,Mushroom Risotto,Entree,11,25.00,5.40,275.00,59.40
2025-04-27,Sunday,Branzino,Entree,12,38.00,14.20,456.00,170.40
2025-04-27,Sunday,Osso Buco,Entree,7,42.00,16.80,294.00,117.60
2025-04-27,Sunday,Veal Parmesan,Entree,16,32.00,9.20,512.00,147.20
2025-04-27,Sunday,Eggplant Parmesan,Entree,4,22.00,4.40,88.00,17.60
2025-04-27,Sunday,Caprese Sandwich,Lunch,2,14.00,3.20,28.00,6.40
2025-04-27,Sunday,Tiramisu,Dessert,26,9.00,1.80,234.00,46.80
2025-04-27,Sunday,Cannoli (2pc),Dessert,12,8.00,1.60,96.00,19.20
2025-04-27,Sunday,Panna Cotta,Dessert,6,8.50,1.40,51.00,8.40
2025-04-27,Sunday,Gelato,Dessert,25,7.00,1.30,175.00,32.50
2025-04-27,Sunday,House Wine - Glass,Beverage,37,11.00,1.80,407.00,66.60
2025-04-27,Sunday,Espresso,Beverage,26,3.50,0.40,91.00,10.40
2025-04-27,Sunday,Cappuccino,Beverage,27,4.50,0.55,121.50,14.85
2025-04-27,Sunday,San Pellegrino,Beverage,15,5.00,0.80,75.00,12.00
2025-04-28,Monday,Caesar Salad,Appetizer,15,12.00,2.80,180.00,42.00
2025-04-28,Monday,Burrata & Tomato,Appetizer,9,16.00,5.20,144.00,46.80
2025-04-28,Monday,Calamari Fritti,Appetizer,6,14.00,4.10,84.00,24.60
2025-04-28,Monday,Mushroom Bruschetta,Appetizer,1,11.00,2.20,11.00,2.20
2025-04-28,Monday,Soup of the Day,Appetizer,1,8.00,1.40,8.00,1.40
2025-04-28,Monday,Margherita Pizza,Entree,29,18.00,3.60,522.00,104.40
2025-04-28,Monday,Pepperoni Pizza,Entree,23,20.00,4.40,460.00,101.20
2025-04-28,Monday,Truffle Pizza,Entree,3,28.00,8.20,84.00,24.60
2025-04-28,Monday,Cacio e Pepe,Entree,11,22.00,3.80,242.00,41.80
2025-04-28,Monday,Spaghetti Carbonara,Entree,11,24.00,5.10,264.00,56.10
2025-04-28,Monday,Lasagna Bolognese,Entree,13,26.00,6.30,338.00,81.90
2025-04-28,Monday,Mushroom Risotto,Entree,7,25.00,5.40,175.00,37.80
2025-04-28,Monday,Branzino,Entree,6,38.00,14.20,228.00,85.20
2025-04-28,Monday,Osso Buco,Entree,4,42.00,16.80,168.00,67.20
2025-04-28,Monday,Veal Parmesan,Entree,6,32.00,9.20,192.00,55.20
2025-04-28,Monday,Eggplant Parmesan,Entree,2,22.00,4.40,44.00,8.80
2025-04-28,Monday,Tiramisu,Dessert,19,9.00,1.80,171.00,34.20
2025-04-28,Monday,Cannoli (2pc),Dessert,7,8.00,1.60,56.00,11.20
2025-04-28,Monday,Panna Cotta,Dessert,3,8.50,1.40,25.50,4.20
2025-04-28,Monday,Gelato,Dessert,8,7.00,1.30,56.00,10.40
2025-04-28,Monday,House Wine - Glass,Beverage,24,11.00,1.80,264.00,43.20
2025-04-28,Monday,Espresso,Beverage,16,3.50,0.40,56.00,6.40
2025-04-28,Monday,Cappuccino,Beverage,18,4.50,0.55,81.00,9.90
2025-04-28,Monday,San Pellegrino,Beverage,4,5.00,0.80,20.00,3.20
2025-04-29,Tuesday,Caesar Salad,Appetizer,12,12.00,2.80,144.00,33.60
2025-04-29,Tuesday,Burrata & Tomato,Appetizer,8,16.00,5.20,128.00,41.60
2025-04-29,Tuesday,Calamari Fritti,Appetizer,5,14.00,4.10,70.00,20.50
2025-04-29,Tuesday,Mushroom Bruschetta,Appetizer,2,11.00,2.20,22.00,4.40
2025-04-29,Tuesday,Soup of the Day,Appetizer,1,8.00,1.40,8.00,1.40
2025-04-29,Tuesday,Margherita Pizza,Entree,15,18.00,3.60,270.00,54.00
2025-04-29,Tuesday,Pepperoni Pizza,Entree,8,20.00,4.40,160.00,35.20
2025-04-29,Tuesday,Truffle Pizza,Entree,4,28.00,8.20,112.00,32.80
2025-04-29,Tuesday,Cacio e Pepe,Entree,10,22.00,3.80,220.00,38.00
2025-04-29,Tuesday,Spaghetti Carbonara,Entree,12,24.00,5.10,288.00,61.20
2025-04-29,Tuesday,Lasagna Bolognese,Entree,7,26.00,6.30,182.00,44.10
2025-04-29,Tuesday,Mushroom Risotto,Entree,7,25.00,5.40,175.00,37.80
2025-04-29,Tuesday,Branzino,Entree,6,38.00,14.20,228.00,85.20
2025-04-29,Tuesday,Osso Buco,Entree,3,42.00,16.80,126.00,50.40
2025-04-29,Tuesday,Veal Parmesan,Entree,10,32.00,9.20,320.00,92.00
2025-04-29,Tuesday,Eggplant Parmesan,Entree,2,22.00,4.40,44.00,8.80
2025-04-29,Tuesday,Caprese Sandwich,Lunch,2,14.00,3.20,28.00,6.40
2025-04-29,Tuesday,Tiramisu,Dessert,9,9.00,1.80,81.00,16.20
2025-04-29,Tuesday,Cannoli (2pc),Dessert,7,8.00,1.60,56.00,11.20
2025-04-29,Tuesday,Panna Cotta,Dessert,3,8.50,1.40,25.50,4.20
2025-04-29,Tuesday,Gelato,Dessert,14,7.00,1.30,98.00,18.20
2025-04-29,Tuesday,House Wine - Glass,Beverage,18,11.00,1.80,198.00,32.40
2025-04-29,Tuesday,Espresso,Beverage,16,3.50,0.40,56.00,6.40
2025-04-29,Tuesday,Cappuccino,Beverage,10,4.50,0.55,45.00,5.50
2025-04-29,Tuesday,San Pellegrino,Beverage,8,5.00,0.80,40.00,6.40
2025-04-30,Wednesday,Caesar Salad,Appetizer,16,12.00,2.80,192.00,44.80
2025-04-30,Wednesday,Burrata & Tomato,Appetizer,18,16.00,5.20,288.00,93.60
2025-04-30,Wednesday,Calamari Fritti,Appetizer,6,14.00,4.10,84.00,24.60
2025-04-30,Wednesday,Mushroom Bruschetta,Appetizer,1,11.00,2.20,11.00,2.20
2025-04-30,Wednesday,Soup of the Day,Appetizer,1,8.00,1.40,8.00,1.40
2025-04-30,Wednesday,Margherita Pizza,Entree,27,18.00,3.60,486.00,97.20
2025-04-30,Wednesday,Pepperoni Pizza,Entree,24,20.00,4.40,480.00,105.60
2025-04-30,Wednesday,Truffle Pizza,Entree,7,28.00,8.20,196.00,57.40
2025-04-30,Wednesday,Cacio e Pepe,Entree,15,22.00,3.80,330.00,57.00
2025-04-30,Wednesday,Spaghetti Carbonara,Entree,12,24.00,5.10,288.00,61.20
2025-04-30,Wednesday,Lasagna Bolognese,Entree,18,26.00,6.30,468.00,113.40
2025-04-30,Wednesday,Mushroom Risotto,Entree,10,25.00,5.40,250.00,54.00
2025-04-30,Wednesday,Branzino,Entree,6,38.00,14.20,228.00,85.20
2025-04-30,Wednesday,Osso Buco,Entree,7,42.00,16.80,294.00,117.60
2025-04-30,Wednesday,Veal Parmesan,Entree,15,32.00,9.20,480.00,138.00
2025-04-30,Wednesday,Eggplant Parmesan,Entree,1,22.00,4.40,22.00,4.40
2025-04-30,Wednesday,Caprese Sandwich,Lunch,2,14.00,3.20,28.00,6.40
2025-04-30,Wednesday,Tiramisu,Dessert,16,9.00,1.80,144.00,28.80
2025-04-30,Wednesday,Cannoli (2pc),Dessert,5,8.00,1.60,40.00,8.00
2025-04-30,Wednesday,Panna Cotta,Dessert,4,8.50,1.40,34.00,5.60
2025-04-30,Wednesday,Gelato,Dessert,8,7.00,1.30,56.00,10.40
2025-04-30,Wednesday,House Wine - Glass,Beverage,45,11.00,1.80,495.00,81.00
2025-04-30,Wednesday,Espresso,Beverage,18,3.50,0.40,63.00,7.20
2025-04-30,Wednesday,Cappuccino,Beverage,12,4.50,0.55,54.00,6.60
2025-04-30,Wednesday,San Pellegrino,Beverage,9,5.00,0.80,45.00,7.20
